youtubeId,title,channel,bpm,key
ntIh2zuzYSg,Willie Beaver Hale - Groove On,Rare Samples & Songs Oleg Tsoy,,
Rd-3FUDbqvk,Orange Krush - Action,Rare Samples & Songs Oleg Tsoy,,
WdYXfeLuHww,Space - Carry On Turn Me On,Rare Samples & Songs Oleg Tsoy,,
-J229livFvA,Frederic Mirage - Birth Of A Planet,Rare Samples & Songs Oleg Tsoy,,
lEuqDfpgwBE,Jean Carn - Bet Your Lucky Star,Rare Samples & Songs Oleg Tsoy,,
5ySUyChdbtE,LFO - Simon From Sydney,Rare Samples & Songs Oleg Tsoy,,
kLHAMVvHsyw,THE SOLID GOLD ORCHESTRA - Tracks of love - 1975 Survival,THE SOULPARANOS,,
cfiFIETBNLE,Com Truise - Tripyra,Rare Samples & Songs Oleg Tsoy,,
lE38bY7Ir8s,The Rippingtons - Destiny,Rare Samples & Songs Oleg Tsoy,,
6gEL-gQNXm0,Tavares - Loveline,Rare Samples & Songs Oleg Tsoy,,
Aeyxw9HWXoQ,Bert Robinson - Heart Of Gold,Rare Samples & Songs Oleg Tsoy,,
tflNilaVHw4,"Claudio Simonetti, Massimo Morante And Fabio Pignatelli - Tenebre",Rare Samples & Songs Oleg Tsoy,,
su3t0vJtY2s,Kleeer - Amour,Rare Samples & Songs Oleg Tsoy,,
gdTDOwsOm9A,Tangerine Dream - Too Hot For My Chinchilla,Rare Samples & Songs Oleg Tsoy,,
719sJ7xUiDQ,TGT - TNT,Rare Samples & Songs Oleg Tsoy,,
us0Nc10-ulc,Doug Anthony - Love Maker,Rare Samples & Songs Oleg Tsoy,,
QqgBbDE1BJA,Bill Wolfer - Call Me,Rare Samples & Songs Oleg Tsoy,,
qI2-gadbcBY,Tony Sineni - Rhythm Of The Beat,Rare Samples & Songs Oleg Tsoy,,
DrygwynJa_o,Asso - Dont Stop,Rare Samples & Songs Oleg Tsoy,,
trDICoIl3Oc,State Of Grace - Touching The Times,Rare Samples & Songs Oleg Tsoy,,
obtlUselxHc,The League Unlimited Orchestra - Dont You Want Me,Rare Samples & Songs Oleg Tsoy,,
CCB6LwVDwkY,"Sassafras - Listen Dear [US] Soul, Jazz (1978)",Music for empty rooms,,
j0M7ih48Jp0,Shalamar - Whenever You Need Me,Rare Samples & Songs Oleg Tsoy,,
32KuuBGsZJk,Boards Of Canada - Orange Hexagon Sun,Rare Samples & Songs Oleg Tsoy,,
_AJGQFhCBmg,18 Carat Affair - Masquerade,Rare Samples & Songs Oleg Tsoy,,
l-_C-Sovu8I,Paul Hardcastle - Still Thinking,Rare Samples & Songs Oleg Tsoy,,
VQCTh-uPIUg,The Softones - Call It Love,Rare Samples & Songs Oleg Tsoy,,
eNoTOhmvCIM,Sinitta - If I Let You Go,Rare Samples & Songs Oleg Tsoy,,
VI6iA2FFfL8,Karl Keaton - Loves Burn,Rare Samples & Songs Oleg Tsoy,,
x1FLaX-0UyA,Carl Lewis - Love Triangle,Rare Samples & Songs Oleg Tsoy,,
P22iOqUAeQw,Tony Terry - Come Home With Me,Rare Samples & Songs Oleg Tsoy,,
60dEtg3N7Mk,Glass Tear - Ive Been Waiting [SOUL],Rare Samples & Songs Oleg Tsoy,,
yEq0_P5284U,Siedah Garrett - Kissing,Rare Samples & Songs Oleg Tsoy,,
JYJQtZg8XIE,Anni Rossi - Crushing Limbs,Rare Samples & Songs Oleg Tsoy,,
kSudorRen40,Junei - Lets Ride,Rare Samples & Songs Oleg Tsoy,,
LESKT87i3I8,Diane Tell - Miami,Rare Samples & Songs Oleg Tsoy,,
zPi8P4Sneuw,Carl Carlton - Fighting In The Name Of Love,Rare Samples & Songs Oleg Tsoy,,
GBD_BXswFNA,Aleem And Leroy Burgess - Confusion,Rare Samples & Songs Oleg Tsoy,,
JWAsCAKamMo,The Jammers - What Have You Got To Lose,Rare Samples & Songs Oleg Tsoy,,
hOdW-dfKbN8,Trak 1 - For This II,Rare Samples & Songs Oleg Tsoy,,
e3VYyY8Up94,Marc Jordan - Generalities,Rare Samples & Songs Oleg Tsoy,,
-N9yCIBHxRc,Black Mamba - Vicious,Rare Samples & Songs Oleg Tsoy,,
sCIBgPinUL8,McCrarys - Love On A Summer Night,Rare Samples & Songs Oleg Tsoy,,
FNWRQxR3qcY,Carla Brown - Loves Calling,Rare Samples & Songs Oleg Tsoy,,
3FOedgHKCNc,Shades Of Rhythm - 666 - The No Of The Bass,Rare Samples & Songs Oleg Tsoy,,
y-2_bqiA-PU,Sweet Exorcist - Clonks Coming,Rare Samples & Songs Oleg Tsoy,,
Hd_qOUChHUg,Pole - Fremd,Rare Samples & Songs Oleg Tsoy,,
Y2b-yMu8aUQ,Jonzun Crew - Electro Boogie Encounter,Rare Samples & Songs Oleg Tsoy,,
qzLZ8u3rdzg,Extra Ts - ET Boogie,Rare Samples & Songs Oleg Tsoy,,
a7jZ0_0FVwU,Tom Browne - Come For The Ride,Rare Samples & Songs Oleg Tsoy,,
n7QYu982Nc8,The Dukes - Mystery Girl,Rare Samples & Songs Oleg Tsoy,,
Y7gkoHwFBXA,Network - Hard To Give It Up,Rare Samples & Songs Oleg Tsoy,,
KhPivpC1Pqw,Funki Porcini - The Softest Thing In The World,Rare Samples & Songs Oleg Tsoy,,
w1rheX5nKkA,Cissy Houston - Gonna Take The Easy Way Out,Rare Samples & Songs Oleg Tsoy,,
YxsRS1s9qG0,LFO - El Ef Oh,Rare Samples & Songs Oleg Tsoy,,
e_KlQCRBih8,The Limit - Could This Be Love,Rare Samples & Songs Oleg Tsoy,,
ABEmZHseAFY,Roger Johnson - One On One,Rare Samples & Songs Oleg Tsoy,,
8I98nXk_8zU,The Scientist - The Bee,Rare Samples & Songs Oleg Tsoy,,
jvzJM00q1QY,Gescom - Key Nell 4,Rare Samples & Songs Oleg Tsoy,,
3ki2bs7m-vA,Circuit And Koffi - Shelter,Rare Samples & Songs Oleg Tsoy,,
hJSnn_2Rrfk,Bombers - Shake,Rare Samples & Songs Oleg Tsoy,,
u4le7hQqjMo,Titus Williams - Give Me Some Love Tonight,Rare Samples & Songs Oleg Tsoy,,
-bUMPagy6xg,Teddy Mike - On Point,Rare Samples & Songs Oleg Tsoy,,
kYWsKClgCjw,Underground Solution And Jasmine - Luv Dancin,Rare Samples & Songs Oleg Tsoy,,
l-P57Z36sTE,Neutron 9000 - Butterfly Holocaust (Dream Edit),Rare Samples & Songs Oleg Tsoy,,
uaIveAPl_ns,Lee Ritenour - Countdown,Rare Samples & Songs Oleg Tsoy,,
NoAndyC2fbs,The Jones Girls - Knockin,Rare Samples & Songs Oleg Tsoy,,
wYLLo8X_Rxg,Lia - Soft Touch,Rare Samples & Songs Oleg Tsoy,,
wfQqTr-oDP0,Sinnamon - I Need You Now,Rare Samples & Songs Oleg Tsoy,,
wZALzXn2tSg,Ish - Dont Stop,Rare Samples & Songs Oleg Tsoy,,
B1fKsTlAF1o,The Trammps - Love Insurance Policy,Rare Samples & Songs Oleg Tsoy,,
oa6LQAtB-Bo,Four Tops - Am I My Brothers Keeper,Rare Samples & Songs Oleg Tsoy,,
yyRyUmN6arE,Paul Hardcastle - Wishing On A Star,Rare Samples & Songs Oleg Tsoy,,
EaRaG2pc-Lo,Mtume - Ready For Your Love,Rare Samples & Songs Oleg Tsoy,,
_8z6nV2e4yE,Koo Dé Tah - Body Talk,Rare Samples & Songs Oleg Tsoy,,
Z8ezTVfTnNs,Chillwalker - 4 My Roots,Rare Samples & Songs Oleg Tsoy,,
VNF6Klkeu7I,LFO - Love Is The Message,Rare Samples & Songs Oleg Tsoy,,
0sJZk2iMafA,Class Action And Chris Wiltshire - Weekend,Rare Samples & Songs Oleg Tsoy,,
uRS9lH3atn4,Cheri - So Sure,Rare Samples & Songs Oleg Tsoy,,
aUpLJX9MJHI,Angela Bofill - Cant Slow Down,Rare Samples & Songs Oleg Tsoy,,
MT-oIw7sjNk,Odyssey - I Cant Keep Holding Back My Love,Rare Samples & Songs Oleg Tsoy,,
u6Cz42-2Y7w,Dan Hartman And Loleatta Holloway - Vertigo  Relight My Fire,Rare Samples & Songs Oleg Tsoy,,
N7xZaNUGON8,Nouri - Shanghai,Rare Samples & Songs Oleg Tsoy,,
1Ro0ozX536M,René And Angela - Secret Rendezvous,Rare Samples & Songs Oleg Tsoy,,
D3nVtXO2Wis,You - Taurus-Fantasia,Rare Samples & Songs Oleg Tsoy,,
JzwMpzkWINU,Sandy Marton - Forbidden Memories,Rare Samples & Songs Oleg Tsoy,,
RzvKjCuTjCI,Love Unlimited Orchestra - Freeway Flyer,Rare Samples & Songs Oleg Tsoy,,
4RVR7-nKyzc,The Jungle Band - Full Speed Ahead,Rare Samples & Songs Oleg Tsoy,,
f5dxJLvwivU,Phase 7 - Sweet Love,Rare Samples & Songs Oleg Tsoy,,
VWd7mKSmxrg,Pure Energy - Party On,Rare Samples & Songs Oleg Tsoy,,
Ejf_lZf5dAU,Slick Sixty - The Wrestler,Rare Samples & Songs Oleg Tsoy,,
vfqLFnuPr14,Model 500 - I See The Light,Rare Samples & Songs Oleg Tsoy,,
NiC4pdmAAhw,Karen Silver - Nobody Else,Rare Samples & Songs Oleg Tsoy,,
wIE_IZjDKHg,Diana Ross - Tenderness,Rare Samples & Songs Oleg Tsoy,,
-dkWvTTKth4,The Manhattans - Thats How Much I Love You,Rare Samples & Songs Oleg Tsoy,,
GeLZY5BVpxg,Idiater Edwards - Loving Sweet Devotion,Rare Samples & Songs Oleg Tsoy,,
U7vI-a8ze5A,Cameo - Your Love Takes Me Out,Rare Samples & Songs Oleg Tsoy,,
SuAiGaZjjUM,The Sylvers - Star Fire,Rare Samples & Songs Oleg Tsoy,,
OoftySMyMVo,Margaret Singana - Orang Outang,Rare Samples & Songs Oleg Tsoy,,
fDjVHj1GI2w,Shannon - Doin What Youre Doin,Rare Samples & Songs Oleg Tsoy,,
USWOwbIkIaE,David Sanborn - Slam,Rare Samples & Songs Oleg Tsoy,,
hDISyD4VwPo,Bionic Skank - Orbiting,Rare Samples & Songs Oleg Tsoy,,
ip_CXkOfd9s,The Blackbyrds - Whats On Your Mind,Rare Samples & Songs Oleg Tsoy,,
P1iujdDbm0Q,High Fashion - Love,Rare Samples & Songs Oleg Tsoy,,
ihBFT4Ly6bs,Zdzisława Sośnicka - Letnia Miłość,Rare Samples & Songs Oleg Tsoy,,
txTWd0jWVFU,Linda Clifford - Build A Fire,Rare Samples & Songs Oleg Tsoy,,
6YrLaxpWm6w,Preface - Palace Hôtel (Extended),Rare Samples & Songs Oleg Tsoy,,
mw7nMm8yuIM,Marva Hicks - One Good Reason,Rare Samples & Songs Oleg Tsoy,,
Zaogcj3yE04,Kleeer - Lay Ya Down Ez,Rare Samples & Songs Oleg Tsoy,,
bqKTGPyfiwo,Demonstration - Hope,Rare Samples & Songs Oleg Tsoy,,
uosteZD6ZEI,Sylvia St James - If You Let Me Love,Rare Samples & Songs Oleg Tsoy,,
okBTrItORj0,Candy Bowman - I Wanna Feel Your Love,Rare Samples & Songs Oleg Tsoy,,
vIUR8MvropA,Masterpiece - I Cant Wait,Rare Samples & Songs Oleg Tsoy,,
vLpR5iWUL6s,D-Shake - Yaaah,Rare Samples & Songs Oleg Tsoy,,
1omLe02F33E,The Brothers Johnson - Smilin On Ya,Rare Samples & Songs Oleg Tsoy,,
OL69a6UmcNw,Jack N Madness - I Like Percussion,Rare Samples & Songs Oleg Tsoy,,
mYD8b4Rfw-Q,Rinder And Lewis - Blue Steel,Rare Samples & Songs Oleg Tsoy,,
F-w7Unq6BF4,Conway And Temple - Love Lights,Rare Samples & Songs Oleg Tsoy,,
HUyKZO5s_A8,Sedan - Security,Rare Samples & Songs Oleg Tsoy,99,G#m
IqvKiy5iswE,Laszlo Bencker - Light Years,Rare Samples & Songs Oleg Tsoy,,
Jv17zwApAXw,The SOS Band - Groovin,Rare Samples & Songs Oleg Tsoy,,
1vw0XsX391Q,Full Circle - Working Up A Sweat,Rare Samples & Songs Oleg Tsoy,,
zr2DmHg1kO0,North Texas University Lab Band - The Continuing Adventures Of Supertonic V [US] Jazz (1975),Music for empty rooms,,
I9Y0dbMwpd0,"Cappuccino - I Can't Explain [Italy] Soul, Easy Listening (1976)",Music for empty rooms,,
GEEm6EYf5rI,"Melisma - Can't Get Over You [US] Soul, Easy Listening (1978)",Music for empty rooms,,
vi4H4TqrMIY,Bohannon - Love Floats [US] Psych Jazz (1979),Music for empty rooms,,
xvMnFFTorAQ,"The Miracle - Choir Boys From Jupiter B/outro [US] Abstract Jazz, Free Improvisation (1989)",Music for empty rooms,,
pA58Wv67Bvs,"Merry Clayton - Here Come Those Heartaches Again [US] Soul, Easy Listening (1970)",Music for empty rooms,,
tIg-NPwciv4,"The Soul Messengers - Everything Must Change [US/Israel] Soul, Jazz, Gospel (1975)",Music for empty rooms,,
WypHELm81MA,The Peanut Butter Conspiracy- It's Alright,Inspiration in sound,,
xOjrBggwr-o,"高木三枝子 Mieko Hirota - Love Won't Let Me Wait [Japan] Soul, Jazz (1977)",Music for empty rooms,,
1WdTvJDiPSs,Michael Gregory Jackson - Catalyst To Perception [US] Afro Psych Jazz (1979),Music for empty rooms,,
Mx15aJBCkvw,RARE SOUL 45t - A.C. CALDWELL - Wail (Lonely Love) - 1972 Rim Music Corp,THE SOULPARANOS,144,Dm
KhnwJ_VpPqQ,DEEP SOUL: BUNNY SIGLER - Half A Man - 1979,THE SOULPARANOS,,
xx9MESqVMS0,RARE SOUL 45t - GLORIA TAYLOR - World That's Not Real - 1973 Selector Sound,THE SOULPARANOS,,
F2VGMP6uI6I,June Evans - If You Want My Lovin (Instrumental),Rare Samples & Songs Oleg Tsoy,,
-82rQTFduds,Dick McGarvin - Rusty Ships & Sandcastles [US] Contemporary Jazz (1974),Music for empty rooms,,
TiVkbDNk3Kw,Freda Payne - Reaching Out [US] Soul (1973),Music for empty rooms,,
5TVYne8fsOw,"Unknown Artist - Music Of Love [US] Soul, Easy Listening (197?)",Music for empty rooms,,
FYkF1vML1oo,Goya And Psychemagik - House At The Sea,Rare Samples & Songs Oleg Tsoy,,
w629jKLraDw,"Ether (Synses) - Your Tender Love [US] Soul, Fusion (1986)",Music for empty rooms,,
cPp05thv4ks,"Wingman - Land Of Harmony [Mexico] Soul, Jazz, Easy Listening (1978)",Music for empty rooms,,
AhuEAeyfHzo,"Judy Romero - Let Jesus Come Into Your Heart [US] Gospel, Easy Listening (1975)",Music for empty rooms,,
VidaQPd3C6Q,The Bible Doesn't Say So | Dan McClellan | TEDxLone Star College,TEDx Talks,,
O4SRQ1eu4jU,"Marilia Medalha - Pela Rua [Brazil] Soul, Easy Listening, MPB (1978)",Music for empty rooms,,
PqlaPOSuPMI,Stanley Clarke And George Duke - The Good Times,Rare Samples & Songs Oleg Tsoy,,
8WaxmOmcSmU,Dave Grusin And Lee Ritenour - The Bird,Rare Samples & Songs Oleg Tsoy,,
SDH3nNRjngY,"Maxayn - Beloved [US] Jazz, Soul (1972)",Music for empty rooms,,
8z1feBgdDTM,Touchdown - Ease Your Mind,Rare Samples & Songs Oleg Tsoy,,
KNxpoWZx6YA,OSAMU SHOJI - Mind trip,André Navarro II,,
RBz5nLtqeSs,Don Julian & The Larks - Make it with you,Bryan's Hub,,
6gDDYKn3AM8,"Tina Fulker - Outdoor Girl [UK] Bedroom Pop, Lo-Fi, New Wave (1986)",Music for empty rooms,,
YZVa9CvpThc,渡辺香津美 Kazumi Watanabe & Jimmy Hopps - Lullaby For Mama [Japan/US] Spiritual Afro Jazz (1977),Music for empty rooms,,
EriYb7ZdEYQ,Take Six - Blueprint,rrbeats2004,,
3EcrEMi2Myk,Rockie Robbins - We Belong Together,Rare Samples & Songs Oleg Tsoy,,
WY748P7s3Wc,The Dramatics - Come Inside,Rare Samples & Songs Oleg Tsoy,,
BbMzoSVKp1Q,Delegation - Oh Honey,Soulverse,,
egsmZr9Sh5U,Autumn Tears - Eclipse,Rare Samples & Songs Oleg Tsoy,,
eH5SsKjnZsI,Marta De Pascalis - Argentea,Rare Samples & Songs Oleg Tsoy,,
QCjV-ec5VFM,Luther Ingram - Do You Think Theres A Chance,Rare Samples & Songs Oleg Tsoy,,
BXPvr69zj_k,Exodus - Powstanie Supernowej,Rare Samples & Songs Oleg Tsoy,,
58XhdsukzlI,Bobby M - How Do You Feel Tonight,Rare Samples & Songs Oleg Tsoy,,
54CIdiX9VoQ,Stacy Lattisaw - Take Me All The Way,Rare Samples & Songs Oleg Tsoy,,
u-EWzvVIKC0,Jennifer Lara - Suki Yaki [Jamaica] Soul version (1982),Music for empty rooms,,
7mT5FywNJSY,The Doug Carn Trio - Yna Yna's Delight [US] Jazz (1969),Music for empty rooms,,
L3nYOk2P7X8,"CAB - Autumntime [Denmark] Psych Folk, Easy Listening (1978)",Music for empty rooms,,
lSOjky2L46k,"Ocean - The Bubble [US] Pysch Jazz, Fusion, Prog (1982)",Music for empty rooms,,
NE53fASD77o,Rémy Chaudagne - Désirs [France] Jazz (1984),Music for empty rooms,,
fsQzMxFnUTw,Little Scotty & Charley Justice Band - How Much Longer Must I Hold On [US] Soul (1986),Music for empty rooms,,
bOnmuwnGmK0,Simon Fisher Turner - La Scala Che Si Appendi [UK] Psych Ambient (1985),Music for empty rooms,,
9bkPPT-i_Eg,"Arachnoid - In The Screen Side Of Your Eyes [France] Prog, Fusion (1979)",Music for empty rooms,,
PZJFFeEh0RM,"The Waikiki's - Hula Eyes [Belgium] Jazz, Easy Listening (1969)",Music for empty rooms,,
XQFDIFBzXDo,"Tommy Banks & The Banknotes - We're All We've Got (vocal) [Canada] Psych Soul, Jazz (197?)",Music for empty rooms,,
RopG120hxtc,"Hareton Salvanini - Xavana (Mistic Version) [Brazil] Library, Pysch, Easy Listening (1981)",Music for empty rooms,,
wlsVNQyqyCc,"Cavril Payne - When I Open My Eyes [US] Jazz, Funk, Soul (1971)",Music for empty rooms,,
J8iYYSMOTzY,猪俣 猛 サウンド・リミテッド Takesi Inomata & Sound Limited - Janis's Death [Japan] Psych Jazz (1971),Music for empty rooms,,
Eka7UkdhR9s,"Toy Factory - Yesterday's Love [US] Psych, Easy Listening (1970)",Music for empty rooms,,
MKq_Lz0xPhc,"Apocalypse - I Wonder Why [Canada] Psych Blues, Soul (1976)",Music for empty rooms,,
IrlpJjY9h-w,"Shamek Farrah - First Impressions [US] Psych Jazz, Funk (1974)",Music for empty rooms,,
4YPmyWNaCiM,"Jude - Everybody's Trying To Tell Me [Canada] Soul, Easy Listening (1974)",Music for empty rooms,,
JvaD9K12a3A,"Eero Koivistoinen & UMO - Kaamos [Finland] Jazz, Easy Listening (1983)",Music for empty rooms,,
AfT7W43Qy0Y,Paradise - Quiet Times [UK] Soul (1982),Music for empty rooms,,
fMC90kba69Y,"Boo Boo McAfee & McAfee's Breeze - Prophecy III [US] Jazz, Funk (197?)",Music for empty rooms,,
jvFfHrAEj8g,"木村恭子 Kyoko Kimura & Early Byrds - Ocean Song [Japan] Soul, Easy Listening, Citypop (1981)",Music for empty rooms,,
bCg8hdOxQaU,Weldon Irvine - Quiet (In Memory Of Duke Ellington) [US] Spiritual Jazz (1974),Music for empty rooms,,
lPdipyWjohE,The IgG Band - Another Love Gone [US] Psych Soul (1980),Music for empty rooms,,
wGxfvg1IF_E,"nc. clml. - Semilir [Indonesia] Psych Soul, Easy Listening (1980)",Music for empty rooms,,
qIOPWd_yDoQ,"Ray Alexander Technique - I'm In Love With You [US] Psych Soul, Easy Listening (197?)",Music for empty rooms,,
6ycDSuOyDug,"Rubicon - Too Good To Take For Granted [US] Lounge, Soul, Easy Listening (1979)",Music for empty rooms,,
KIUbPwlxEf0,"Ariel - When I Close My Eyes [Denmark] Soul, Jazz, Fusion (1980)",Music for empty rooms,,
iAptgWwFrpw,Rick Wilkins - The Closer I Get To You [Canada] Easy Listening (1978),Music for empty rooms,,
-W6smToNoHw,Bill Hill - Afghanistan [Switzerland] Psych (198?),Music for empty rooms,,
W1CfL5_OUHY,"Enzo Randisi - Windows [Italy] Library, Jazz (1979)",Music for empty rooms,,
QdQli9xY55o,Neal Creque - All This World Has to Offer [US] Jazz (1972),Music for empty rooms,,
RepDsTxJIRc,"Mushi & Lakansyel - Saut Mathurine [Haiti] Jazz, Balearic Ambient (1983)",Music for empty rooms,,
zyIWQjm5uXc,"Ginji James - Love Had Come To Stay [US] Soul, Jazz, Funk (1971)",Music for empty rooms,,
dkH7MpTC1II,Leon Ware - Club Sashay,Rare Samples & Songs Oleg Tsoy,,
wbbB03XDRmQ,OG Edwards - Only You,Rare Samples & Songs Oleg Tsoy,,
4RuvopVDMNQ,Harry Miller - Wild Cosmos,Rare Samples & Songs Oleg Tsoy,,
UFziiTHg_Oc,"Velvet Hammer - Impossible [US] Soul, Funk (1977)",Music for empty rooms,,
VK06_Iwpnyg,Grace Jones - Dont Cry Its Only The Rhythm,Rare Samples & Songs Oleg Tsoy,,
Tq3fSgHjScQ,Harry Ray - I Will Love You Anyway [US] Soul (1982),Music for empty rooms,,
w-dgsFGO6ss,Gene Harris - Five Four,Rare Samples & Songs Oleg Tsoy,,
5obNLNBI_aA,"Mario Migliardi - Long Shadows [Italy] Library, Psych, Easy Listening (1970)",Music for empty rooms,,
DC-wZipDnNw,Dream - Night Of The Lonely Organist And His Mysterious Pals,Rare Samples & Songs Oleg Tsoy,,
hE_qJU-5kzg,Shebba - We Should Get Together,Rare Samples & Songs Oleg Tsoy,,
G_6yURUwxUY,Gil Scott-Heron - 1980,Rare Samples & Songs Oleg Tsoy,,
1x64CjWT5Xw,Harvey Mandel - El Stinger [ROCK],Rare Samples & Songs Oleg Tsoy,,
ZzgW3G2TaL8,Styx - Prelude 12 [ROCK],Rare Samples & Songs Oleg Tsoy,,
IidWfOh6mIc,Steve Miller Band - My Friend,Rare Samples & Songs Oleg Tsoy,,
67NPWYjl1DE,Cannonball Adderley And Nat Adderley Sextet - Aquarius [JAZZ-ROCK],Rare Samples & Songs Oleg Tsoy,,
zRf8-VLIos0,Quinteto Violado - Marcha Nativa Dos Índios Quiriris,Rare Samples & Songs Oleg Tsoy,,
OEQZBSqtZdI,Traffic Sound - Sky Pilot,Rare Samples & Songs Oleg Tsoy,,
zWYiY32lFZE,"Johnny Mayes - Tell Me [US] Soul, Funk (1979)",Music for empty rooms,,
904ppE6kpOw,Spyro Gyra - Pacific Sunrise,Rare Samples & Songs Oleg Tsoy,,
LWSN_AUacTM,Charlie Daniels Band - Rainbow Ride,Rare Samples & Songs Oleg Tsoy,,
AlA2GmgjWDI,Czerwone Gitary - Coda [DRUM BREAK],Rare Samples & Songs Oleg Tsoy,,
cQW2cInBV04,"Mystic's Krewe - Wings [US] Soul, Gospel (1987)",Music for empty rooms,,
jl9pc1DL4VU,Small Faces - Dont Burst My Bubble,Rare Samples & Songs Oleg Tsoy,,
PFZLtx4c7Fc,Catharsis - 32 Mars,Rare Samples & Songs Oleg Tsoy,,
svhZbt2RhoI,Благовест И Светослав Аргирови - До Вчера,Rare Samples & Songs Oleg Tsoy,,
Xo1l0dJjrTE,Recoil - Island Anthem,Rare Samples & Songs Oleg Tsoy,,
DZHM2nLgngw,Stanley Clarke - Journey To Love,Rare Samples & Songs Oleg Tsoy,,
Ue249hkEqpI,Smokey Robinson - Dynamite,Rare Samples & Songs Oleg Tsoy,,
l0lJGEtn-q8,"Erika Papa - Affido Alla Notte Il Mio Amore Per Te [Italy] Lounge, Easy Listening (1979)",Music for empty rooms,,
9dtj9LNVfng,𝕟𝕚𝕘𝕙𝕥𝕚𝕞𝕖 𝕞𝕦𝕤𝕚𝕔 𝕞𝕚𝕩,Music for empty rooms,,
9UdOulzS-_0,C.A. QUINTET - Trip thru hell (intro),André Navarro II,,
nzJAPs-Cs3E,Barbara And Ernie - Do You Know,Rare Samples & Songs Oleg Tsoy,,
xFpumufppf4,The Dick Hunter Five - Passing Clouds,Rare Samples & Songs Oleg Tsoy,,
dAiB2lb1SQ0,"Mary McCreary - Butterflies In Heaven [US] Soul, Jazz (1973)",Music for empty rooms,,
wFlZ9e4rCj8,Moods - Without Her [US] Soul (1978),Music for empty rooms,,
0MrCQTzmz5I,The God Machine - In Bad Dreams [ROCK],Rare Samples & Songs Oleg Tsoy,,
XanzDK1CeZ0,RARE SOUL LP - CHUCK ARMSTRONG - I'm a Lonely Man - 1976 R&R,THE SOULPARANOS,,
ql5r8oUTFjI,Eddie & Ernie - Bullets Don't Have Eyes [Ever-Soul] 1972 Crossover Soul 45,Musicdawn 45's,,
TRcWsQhuSSk,"Love, Unity & Virtue Ft. Howard Johnson - Let Love Shine [US] Soul (1975)",Music for empty rooms,,
pyDw55MyezI,Kenny Burrell - Stolen Moments [US] Jazz (1980),Music for empty rooms,,
qchNKTt9qVA,"Franco Bonfanti & Valerio Gallo Curcio - Cumuli E Cirri [Italy] Library, Balearic Ambient (1988)",Music for empty rooms,,
5eHjkXRkn-Q,"菊地 雅章 Masabumi Kikuchi - City Snow [Japan] Psych Jazz, Easy Listening (1981)",Music for empty rooms,,
W_8geiMaViQ,"Ed Legare - Feeling You [US] Lounge Soul, Easy Listening (1984)",Music for empty rooms,,
vQZ9CWTFsME,"中村哲 Satoshi Nakamura & Splaash ‎- Twilight Dream [Japan] Soul, Jazz, Citypop (1979)",Music for empty rooms,,
AsFeTxnmegU,"Elfa, B. Chen, Maryono, Karim, Perry & M. Segers - Shadow Of Your Smile [Indonesia] Jazz (1977)",Music for empty rooms,,
nTjssBAV82c,"Carrie Lucas - Tender Interlude [US] Jazz, Soul (1977)",Music for empty rooms,,
KJg1KVHS01M,Sky - Love Came Along [US] Soul (1979),Music for empty rooms,,
7as5hKNFzQo,L. V. Johnson - I Don't Really Care [US] Soul (1981),Music for empty rooms,,
0G2g4Kv7gxw,"The Sons - Country Girl [US] Jazz, Easy Listening (1969)",Music for empty rooms,,
We5oXzyRn4E,"La Fábrica - Si Un Poquito Me Quisiera [Mexico/US] Psych Soul, Easy Listening (1977)",Music for empty rooms,,
ABEsdGu5QRQ,"Арсенал Arsenal - Тайна [USSR] Psych Fusion, Prog (1983)",Music for empty rooms,,
bf6BY2Sixhc,"Sami Hurmerinta - Ballad For My Love [Finland] Psych, Easy Listening (1978)",Music for empty rooms,,
VLK9DCuNi8g,'Anawîm - Pasqua [Italy] Xian Lo-Fi Psych (1980),Music for empty rooms,,
U6TV3FowSV8,"Creative Arts Ensemble - New Horizons [US] Spiritual Jazz, Soul (1983)",Music for empty rooms,,
YeBummCZpcY,"Бумеранг Boomerang - Полет Беркута [USSR] Psych Jazz, Traditional Folk (1987)",Music for empty rooms,,
wCr12a45QNY,"Luigi Bergonzi - Pocatello [Italy] Library, Easy Listening (1980)",Music for empty rooms,,
aS4I4gF5pRo,"Paul Nagle - Cerin Amroth [UK] Ambient, Modern Classical (1983)",Music for empty rooms,,
MqNJPr53U-c,"Beia Come Aba - Di Terra, Di Vento, Di Fuoco [Italy] Psych, Prog (1979)",Music for empty rooms,,
vuYeaskGO_o,"Free Spirit - Just A Moment Ago [US] Xian Psych Folk, Easy Listening (1971)",Music for empty rooms,,
8iZHNsRbYIA,"Collage - Blue Handkerchief [UK] Library, Jazz, Easy Listening (1973)",Music for empty rooms,,
20vngz-83ew,"Barry Forgie - Everglades [UK] Library, Balearic Ambient (1979)",Music for empty rooms,,
